customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,retention_score,segment,clv_pred,value_tier,retention_tier,marketing_segment
MD-17860,34,5,267.374,2014-12-02,942,5,1,1,937.5360000000001,No,0.8939647674560547,Potential Loyalists,830.94183349609375,High Value,Medium Retention,High Value + Medium Retention
ME-17320,19,19,10393.22,2014-01-06,1272,5,5,5,270.508,No,0.7976511716842651,Champions,1333.0396728515625,High Value,Medium Retention,High Value + Medium Retention
ME-17725,2,11,1050.5532,2014-07-12,1085,5,4,2,857.9000000000001,No,0.5318242311477661,Loyal Customers,417.2193908691406,Low Value,Low Retention,Low Value + Low Retention
ME-18010,772,5,1205.776,2014-07-21,1076,1,1,2,51.168,No,0.9010787606239319,Potential Loyalists,451.6407775878906,Low Value,Medium Retention,Low Value + Medium Retention
MF-17665,239,8,937.039,2014-12-30,914,2,3,2,0,Yes,0.2824426293373108,Needs Attention,685.4345703125,Medium Value,Low Retention,Medium Value + Low Retention
MF-18250,597,7,605.4300000000001,2014-09-15,1020,1,2,1,1152.87,No,0.8335246443748474,Loyal Customers,687.79443359375,Medium Value,Medium Retention,Medium Value + Medium Retention
MG-17650,107,8,2492.3619999999996,2014-08-09,1057,3,3,4,1292.914,No,0.6067001223564148,Loyal Customers,680.94329833984375,Medium Value,Low Retention,Medium Value + Low Retention
MG-17680,23,4,1657.058,2014-10-22,983,5,1,3,693.13,No,0.8716422319412231,Potential Loyalists,990.4727783203125,High Value,Medium Retention,High Value + Medium Retention
MG-17695,373,7,1342.282,2014-12-26,918,1,2,3,0,Yes,0.21950699388980865,Needs Attention,590.2496337890625,Medium Value,Low Retention,Medium Value + Low Retention
MG-17875,296,6,1095.649,2014-02-23,1224,2,2,2,147.184,No,0.9130764007568359,Needs Attention,385.64971923828125,Low Value,Medium Retention,Low Value + Medium Retention
MG-17890,32,11,702.776,2014-12-29,915,5,4,2,73.608,No,0.9210619926452637,Potential Loyalists,625.1478271484375,Medium Value,Medium Retention,Medium Value + Medium Retention
MG-18145,667,4,1645.9370000000001,2014-03-29,1190,1,1,3,1415.606,No,0.8888750672340393,Potential Loyalists,657.135009765625,Medium Value,Medium Retention,Medium Value + Medium Retention
MG-18205,82,2,16.739,2017-04-10,82,4,1,1,0,Yes,0.8337672352790833,At Risk,553.6431884765625,Medium Value,Medium Retention,Medium Value + Medium Retention
MH-17290,112,10,1691.505,2014-04-26,1162,3,3,3,702.52,No,0.903119683265686,Potential Loyalists,579.6904296875,Medium Value,Medium Retention,Medium Value + Medium Retention
MH-17440,194,9,400.016,2014-02-04,1243,3,3,1,0,Yes,0.28395071625709534,Needs Attention,326.65045166015625,Low Value,Low Retention,Low Value + Low Retention
MH-17455,138,7,2016.092,2014-07-11,1086,3,2,3,440.09000000000003,No,0.9655933976173401,Loyal Customers,742.2376708984375,High Value,High Retention,High Value + High Retention
MH-17620,278,3,82.236,2015-12-05,574,2,1,1,1170.5639999999999,No,0.9026641845703125,Needs Attention,603.7857666015625,Medium Value,Medium Retention,Medium Value + Medium Retention
MH-17785,478,10,2194.53,2014-05-27,1131,1,3,4,9.248,No,0.8599441647529602,Loyal Customers,546.17498779296875,Medium Value,Medium Retention,Medium Value + Medium Retention
MH-18025,126,6,1354.518,2014-07-08,1089,3,2,3,1630.43,No,0.9733956456184387,Loyal Customers,590.978271484375,Medium Value,High Retention,Medium Value + High Retention
MH-18115,37,16,3461.679,2016-08-23,312,5,5,5,2041.414,No,0.9637781977653503,Champions,638.95391845703125,Medium Value,High Retention,Medium Value + High Retention
MJ-17740,112,13,6223.51,2015-06-09,753,3,4,5,97.236,No,0.8208783268928528,Champions,680.34942626953125,Medium Value,Medium Retention,Medium Value + Medium Retention
MK-17905,15,15,2218.384,2014-11-18,956,5,5,4,83.98400000000001,No,0.8521806597709656,Loyal Customers,685.53125,Medium Value,Medium Retention,Medium Value + Medium Retention
MK-18160,58,11,1031.602,2014-12-19,925,4,4,2,0,Yes,0.5487695336341858,Needs Attention,562.47088623046875,Medium Value,Low Retention,Medium Value + Low Retention
ML-17395,142,18,2658.463,2014-02-14,1233,3,5,4,64.38,No,0.9444907307624817,Loyal Customers,303.501953125,Low Value,High Retention,Low Value + High Retention
ML-17410,33,8,1447.28,2014-11-14,960,5,3,3,1474.22,No,0.7745394706726074,Loyal Customers,773.88983154296875,High Value,Medium Retention,High Value + Medium Retention
ML-17755,6,10,767.97,2016-08-04,331,5,3,2,1303.944,No,0.9626668691635132,Loyal Customers,401.71636962890625,Low Value,High Retention,Low Value + High Retention
ML-18040,27,2,67.21000000000001,2017-03-26,97,5,1,1,674.872,No,0.9392756819725037,Needs Attention,626.9149169921875,Medium Value,High Retention,Medium Value + High Retention
ML-18265,762,1,10.272,2015-05-31,762,1,1,1,151.96,No,0.845492422580719,Needs Attention,470.9859619140625,Low Value,Medium Retention,Low Value + Medium Retention
MM-17260,140,4,977.0300000000001,2014-05-28,1130,3,1,2,336.993,No,0.9071905612945557,Needs Attention,531.8529052734375,Medium Value,Medium Retention,Medium Value + Medium Retention
MM-17920,152,12,3680.384,2014-01-13,1265,3,4,5,113.696,No,0.992097020149231,Champions,800.94390869140625,High Value,High Retention,High Value + High Retention
MM-18055,54,11,1152.204,2014-04-11,1177,4,4,2,1597.677,No,0.742526650428772,Loyal Customers,445.022705078125,Low Value,Medium Retention,Low Value + Medium Retention
MM-18280,21,9,705.164,2014-01-20,1258,5,3,2,70.25,No,0.8414371013641357,Potential Loyalists,1812.3443603515625,High Value,Medium Retention,High Value + Medium Retention
MN-17935,141,6,633.728,2014-02-16,1231,3,2,1,1844.218,No,0.8709079623222351,Loyal Customers,387.9447937011719,Low Value,Medium Retention,Low Value + Medium Retention
MO-17500,270,4,831.212,2014-11-28,946,2,1,2,91.275,No,0.5371039509773254,Needs Attention,843.5880126953125,High Value,Low Retention,High Value + Low Retention
MO-17800,22,8,821.227,2015-09-17,653,5,3,2,865.8,No,0.9535094499588013,Potential Loyalists,530.7723388671875,Medium Value,High Retention,Medium Value + High Retention
MO-17950,821,3,130.288,2015-04-02,821,1,1,1,24,No,0.9051750302314758,Needs Attention,565.36138916015625,Medium Value,Medium Retention,Medium Value + Medium Retention
MP-17470,537,14,3206.132,2014-03-30,1189,1,5,4,0,Yes,0.4876790940761566,Potential Loyalists,615.87744140625,Medium Value,Low Retention,Medium Value + Low Retention
MP-17965,184,17,3642.382,2015-04-18,805,3,5,5,341.26,No,0.9423139691352844,Loyal Customers,660.05767822265625,Medium Value,High Retention,Medium Value + High Retention
MP-18175,141,13,4831.194,2014-03-28,1191,3,4,5,256.726,No,0.9588127732276917,Champions,698.52606201171875,Medium Value,High Retention,Medium Value + High Retention
MR-17545,998,2,137.6,2014-09-03,1032,1,1,1,501.57800000000003,No,0.919677734375,Needs Attention,475.89422607421875,Low Value,Medium Retention,Low Value + Medium Retention
MS-17365,91,24,7443.6900000000005,2014-09-09,1026,4,5,5,0,Yes,0.7203494906425476,Loyal Customers,506.607421875,Medium Value,Medium Retention,Medium Value + Medium Retention
MS-17530,252,7,475.656,2014-11-04,970,2,2,1,0,Yes,0.35634639859199524,Needs Attention,807.812744140625,High Value,Low Retention,High Value + Low Retention
MS-17710,231,15,1613.402,2014-03-24,1195,2,5,3,0,Yes,0.8264234662055969,Needs Attention,432.0765075683594,Low Value,Medium Retention,Low Value + Medium Retention
MS-17770,233,18,2950.728,2014-07-04,1093,2,5,4,193.95,No,0.9118026494979858,Loyal Customers,552.4354248046875,Medium Value,Medium Retention,Medium Value + Medium Retention
MS-17830,270,5,370.348,2014-01-09,1269,2,1,1,0,Yes,0.31310752034187317,Needs Attention,1390.03857421875,High Value,Low Retention,High Value + Low Retention
MS-17980,575,6,267.108,2014-06-30,1097,1,2,1,588.008,No,0.9633370637893677,Potential Loyalists,446.2757873535156,Low Value,High Retention,Low Value + High Retention
MT-17815,110,9,2854.659,2015-11-06,603,3,3,4,35.48,No,0.9777339100837708,Loyal Customers,676.0350341796875,Medium Value,High Retention,Medium Value + High Retention
MT-18070,21,11,1319.4497999999999,2014-09-25,1010,5,4,2,0,Yes,0.23602989315986633,Needs Attention,622.43109130859375,Medium Value,Low Retention,Medium Value + Low Retention
MV-17485,99,12,1109.862,2014-01-20,1258,4,4,2,450.188,No,0.8611139059066772,Loyal Customers,1749.6671142578125,High Value,Medium Retention,High Value + Medium Retention
MV-18190,212,9,1671.234,2014-01-30,1248,2,3,3,63.339999999999996,No,0.7789756655693054,Loyal Customers,532.29498291015625,Medium Value,Medium Retention,Medium Value + Medium Retention
MW-18220,186,13,5310.46,2014-08-25,1041,3,4,5,31.44,No,0.9553332924842834,Champions,799.77899169921875,High Value,High Retention,High Value + High Retention
MW-18235,1137,2,3333.8999999999996,2014-05-21,1137,1,1,4,1919.976,No,0.8778877258300781,Loyal Customers,725.4327392578125,Medium Value,Medium Retention,Medium Value + Medium Retention
MY-17380,121,8,1556.784,2015-10-26,614,3,3,3,697.501,No,0.9884372353553772,Loyal Customers,588.840087890625,Medium Value,High Retention,Medium Value + High Retention
MY-18295,58,17,4012.656,2014-04-28,1160,4,5,5,140.04,No,0.9189826846122742,Loyal Customers,408.4820251464844,Low Value,Medium Retention,Low Value + Medium Retention
MZ-17335,97,5,567.7760000000001,2015-11-08,601,4,1,1,25.83,No,0.9861124157905579,Potential Loyalists,581.827392578125,Medium Value,High Retention,Medium Value + High Retention
MZ-17515,100,10,2564.906,2014-04-04,1184,4,3,4,0,Yes,0.22512055933475494,Potential Loyalists,579.6904296875,Medium Value,Low Retention,Medium Value + Low Retention
NB-18580,983,2,273.87199999999996,2014-09-26,1009,1,1,1,0,Yes,0.6244794726371765,At Risk,679.0416259765625,Medium Value,Medium Retention,Medium Value + Medium Retention
NB-18655,258,9,1753.612,2014-12-05,939,2,3,3,218.987,No,0.6353222131729126,Champions,902.0203857421875,High Value,Medium Retention,High Value + Medium Retention
NC-18340,42,17,2461.404,2014-03-30,1189,5,5,4,0,Yes,0.2377551943063736,Potential Loyalists,474.311767578125,Low Value,Low Retention,Low Value + Low Retention
NC-18415,260,11,489.704,2014-05-03,1155,2,4,1,1729.286,No,0.7960563898086548,Loyal Customers,474.331298828125,Low Value,Medium Retention,Low Value + Medium Retention
NC-18535,91,10,7751.242,2014-07-23,1074,4,3,5,490.49699999999996,No,0.957377552986145,Champions,685.25775146484375,Medium Value,High Retention,Medium Value + High Retention
NC-18625,22,9,1821.742,2014-10-29,976,5,3,3,0,Yes,0.3235110938549042,Potential Loyalists,830.37066650390625,High Value,Low Retention,High Value + Low Retention
ND-18370,76,16,4269.588,2014-01-13,1265,4,5,5,56.550999999999995,No,0.9888489246368408,Champions,672.8311767578125,Medium Value,High Retention,Medium Value + High Retention
ND-18460,1,8,2893.455,2014-02-06,1241,5,3,4,0,Yes,0.1743755340576172,Potential Loyalists,426.3680114746094,Low Value,Low Retention,Low Value + Low Retention
NF-18385,278,11,6540.73,2014-02-11,1236,2,4,5,1782.096,No,0.933620274066925,Loyal Customers,536.609619140625,Medium Value,High Retention,Medium Value + High Retention
NF-18475,343,4,377.16200000000003,2014-03-14,1205,1,1,1,0,Yes,0.3530244529247284,Needs Attention,453.2368469238281,Low Value,Low Retention,Low Value + Low Retention
NF-18595,790,10,1635.364,2014-04-19,1169,1,3,3,396.108,No,0.934170663356781,Potential Loyalists,497.0331115722656,Low Value,High Retention,Low Value + High Retention
NG-18355,135,10,1215.024,2014-11-24,950,3,3,2,654.5559999999999,No,0.8966444134712219,Potential Loyalists,643.93804931640625,Medium Value,Medium Retention,Medium Value + Medium Retention
NG-18430,587,6,616.778,2014-11-24,950,1,2,1,779.16,No,0.8395277261734009,Potential Loyalists,617.210205078125,Medium Value,Medium Retention,Medium Value + Medium Retention
NH-18610,7,11,2673.29,2014-03-02,1217,5,4,4,0,Yes,0.3853914439678192,Potential Loyalists,426.3680114746094,Low Value,Low Retention,Low Value + Low Retention
NK-18490,13,6,412.98199999999997,2015-05-28,765,5,2,1,159.066,No,0.9835205674171448,Potential Loyalists,526.04302978515625,Medium Value,High Retention,Medium Value + High Retention
NL-18310,397,4,259.20799999999997,2014-10-31,974,1,1,1,1158.882,No,0.8448798060417175,Potential Loyalists,601.1917724609375,Medium Value,Medium Retention,Medium Value + Medium Retention
NM-18445,768,13,6445.424,2014-02-08,1239,1,4,5,13.92,No,0.882502555847168,Loyal Customers,403.8095703125,Low Value,Medium Retention,Low Value + Medium Retention
NM-18520,62,15,2161.9790000000003,2015-09-08,662,4,5,4,0,Yes,0.31263720989227295,Potential Loyalists,565.4730224609375,Medium Value,Low Retention,Medium Value + Low Retention
NP-18325,573,20,5436.68,2014-05-13,1145,1,5,5,92.94,No,0.8769528865814209,Champions,264.8945617675781,Low Value,Medium Retention,Low Value + Medium Retention
NP-18670,223,4,1554.462,2015-02-27,855,2,1,3,2353.94,No,0.5374591946601868,Potential Loyalists,893.4603271484375,High Value,Low Retention,High Value + Low Retention
NP-18685,224,7,1228.698,2014-03-07,1212,2,2,2,0,Yes,0.7414529919624329,Needs Attention,385.64971923828125,Low Value,Medium Retention,Low Value + Medium Retention
NP-18700,5,11,7880.7425,2014-09-05,1030,5,4,5,22.439999999999998,No,0.6754356622695923,Loyal Customers,629.47344970703125,Medium Value,Medium Retention,Medium Value + Medium Retention
NR-18550,28,13,2367.277,2014-06-07,1120,5,4,4,0,Yes,0.5944782495498657,Potential Loyalists,652.962158203125,Medium Value,Low Retention,Medium Value + Low Retention
NS-18505,163,10,1897.759,2016-11-24,219,3,3,3,678.104,No,0.866511344909668,Loyal Customers,676.0350341796875,Medium Value,Medium Retention,Medium Value + Medium Retention
NS-18640,26,24,2897.519,2014-06-25,1102,5,5,4,67.304,No,0.8500608801841736,Loyal Customers,474.311767578125,Low Value,Medium Retention,Low Value + Medium Retention
NW-18400,240,21,7203.694,2014-06-21,1106,2,5,5,30.32,No,0.8434014916419983,Loyal Customers,455.497314453125,Low Value,Medium Retention,Low Value + Medium Retention
NZ-18565,62,16,2029.5140000000001,2014-08-02,1064,4,5,3,458.796,No,0.9265806674957275,Loyal Customers,502.29278564453125,Low Value,High Retention,Low Value + High Retention
ON-18715,228,15,1567.52,2014-09-13,1022,2,5,3,0,Yes,0.9326879978179932,Potential Loyalists,533.3294677734375,Medium Value,High Retention,Medium Value + High Retention
OT-18730,5,8,3210.194,2015-04-20,803,5,3,4,608.4300000000001,No,0.8617830276489258,Potential Loyalists,782.9237060546875,High Value,Medium Retention,High Value + Medium Retention
PA-19060,217,6,614.56,2014-05-17,1141,2,2,1,114.848,No,0.846253514289856,Needs Attention,535.6256103515625,Medium Value,Medium Retention,Medium Value + Medium Retention
PB-18805,259,5,243.31199999999998,2015-11-20,589,2,2,1,497.04400000000004,No,0.9329015612602234,Potential Loyalists,504.9783630371094,Medium Value,High Retention,Medium Value + High Retention
PB-19105,468,2,616.6479999999999,2014-11-15,959,1,1,1,71.676,No,0.7729092836380005,Needs Attention,822.962158203125,High Value,Medium Retention,High Value + Medium Retention
PB-19150,443,10,1257.15,2014-07-14,1083,1,3,2,199.8,No,0.8832631707191467,Potential Loyalists,439.48822021484375,Low Value,Medium Retention,Low Value + Medium Retention
PB-19210,506,2,132.738,2014-11-23,951,1,1,1,0,Yes,0.321353942155838,At Risk,807.9371337890625,High Value,Low Retention,High Value + Low Retention
PC-18745,216,4,1830.876,2014-12-31,913,2,1,3,1.188,No,0.6408849954605103,Loyal Customers,980.6551513671875,High Value,Medium Retention,High Value + Medium Retention
PC-19000,700,3,1061.488,2014-04-08,1180,1,1,2,0,Yes,0.27463582158088684,Needs Attention,449.1955871582031,Low Value,Low Retention,Low Value + Low Retention
PF-19120,653,19,9062.864,2014-05-05,1153,1,5,5,0,Yes,0.2617630362510681,Potential Loyalists,322.6972351074219,Low Value,Low Retention,Low Value + Low Retention
PF-19165,14,10,2770,2014-09-20,1015,5,3,4,0,Yes,0.2576250731945038,Potential Loyalists,701.314453125,Medium Value,Low Retention,Medium Value + Low Retention
PF-19225,184,6,1636.906,2016-06-26,370,3,2,3,569.222,No,0.969234824180603,Potential Loyalists,737.32940673828125,High Value,High Retention,High Value + High Retention
PG-18820,225,19,2719.917,2014-05-09,1149,2,5,4,366.99,No,0.8396971225738525,Champions,451.18280029296875,Low Value,Medium Retention,Low Value + Medium Retention
PG-18895,11,14,1925.134,2014-05-11,1147,5,5,3,62.03,No,0.6272695660591125,Loyal Customers,413.3442077636719,Low Value,Medium Retention,Low Value + Medium Retention
PJ-18835,43,10,1141.194,2014-05-28,1130,5,3,2,78.896,No,0.7953547239303589,Loyal Customers,445.022705078125,Low Value,Medium Retention,Low Value + Medium Retention
PJ-19015,11,9,1814.3220000000001,2014-04-07,1181,5,3,3,9.912,No,0.2701389193534851,Potential Loyalists,523.9061279296875,Medium Value,Low Retention,Medium Value + Low Retention
PK-18910,301,3,1441.152,2014-04-04,1184,2,1,3,0,Yes,0.1487560123205185,Needs Attention,638.6756591796875,Medium Value,Low Retention,Medium Value + Low Retention
PK-19075,118,19,2692.858,2014-11-11,963,3,5,4,5954.076,No,0.9330551624298096,Champions,673.2271728515625,Medium Value,High Retention,Medium Value + High Retention
PL-18925,9,7,216.711,2014-11-01,973,5,2,1,22.77,No,0.9542967081069946,Potential Loyalists,480.1151428222656,Low Value,High Retention,Low Value + High Retention
PM-18940,204,4,1405.4019999999998,2014-05-04,1154,2,1,3,0,Yes,0.4155496656894684,Needs Attention,638.6756591796875,Medium Value,Low Retention,Medium Value + Low Retention
PM-19135,252,5,3424.518,2015-12-19,560,2,2,5,691.144,No,0.9911233186721802,Loyal Customers,855.769775390625,High Value,High Retention,High Value + High Retention
PN-18775,67,11,1298.6460000000002,2015-08-07,694,4,4,2,168.506,No,0.7669017910957336,Loyal Customers,468.0954284667969,Low Value,Medium Retention,Low Value + Medium Retention
PO-18850,286,12,2165.7212,2014-11-02,972,2,4,4,5308.107,No,0.5628265738487244,Champions,902.0203857421875,High Value,Low Retention,High Value + Low Retention
PO-18865,34,6,1655.712,2014-03-23,1196,5,2,3,837.5020000000001,No,0.9500014781951904,Loyal Customers,714.25653076171875,Medium Value,High Retention,Medium Value + High Retention
PO-19180,66,17,4493.093,2015-08-11,690,4,5,5,399.95,No,0.8921762704849243,Loyal Customers,616.2200927734375,Medium Value,Medium Retention,Medium Value + Medium Retention
PO-19195,580,8,820.136,2014-01-04,1274,1,3,2,236.722,No,0.942107081413269,Potential Loyalists,1075.1092529296875,High Value,High Retention,High Value + High Retention
PP-18955,44,32,6853.078,2014-08-26,1040,4,5,5,399.53,No,0.8542783260345459,Champions,579.8790283203125,Medium Value,Medium Retention,Medium Value + Medium Retention
PR-18880,560,4,312.248,2014-09-05,1030,1,1,1,1527.93,No,0.865821361541748,Potential Loyalists,545.08349609375,Medium Value,Medium Retention,Medium Value + Medium Retention
PS-18760,75,15,1664.222,2014-06-15,1112,4,5,3,517.257,No,0.9537752866744995,Potential Loyalists,469.1286926269531,Low Value,High Retention,Low Value + High Retention
PS-18970,102,11,1222.219,2014-04-15,1173,3,4,2,56.42,No,0.7766916751861572,Potential Loyalists,371.7509460449219,Low Value,Medium Retention,Low Value + Medium Retention
PS-19045,54,13,6843.634,2014-12-20,924,4,4,5,0,Yes,0.6084413528442383,Loyal Customers,847.99664306640625,High Value,Low Retention,High Value + Low Retention
PT-19090,299,2,98.636,2014-09-12,1023,2,1,1,61.936,No,0.8221169114112854,Needs Attention,608.6944580078125,Medium Value,Medium Retention,Medium Value + Medium Retention
PV-18985,112,11,1188.7859999999998,2014-07-12,1085,3,4,2,1687.2600000000002,No,0.9550802111625671,Potential Loyalists,473.0038757324219,Low Value,High Retention,Low Value + High Retention
PW-19030,4,11,3344.7960000000003,2014-05-16,1142,5,4,4,110.12,No,0.7776272296905518,Champions,592.2037353515625,Medium Value,Medium Retention,Medium Value + Medium Retention
PW-19240,282,12,3922.415,2014-11-18,956,2,4,5,0,Yes,0.3359772861003876,Potential Loyalists,909.4622802734375,High Value,Low Retention,High Value + Low Retention
QJ-19255,62,12,5903.308,2014-03-17,1202,4,4,5,205.03,No,0.9567482471466064,Champions,486.4670104980469,Low Value,High Retention,Low Value + High Retention
RA-19285,1,11,1598.016,2014-12-13,931,5,4,3,1019.89,No,0.696829617023468,Champions,627.43109130859375,Medium Value,Medium Retention,Medium Value + Medium Retention
RA-19885,349,7,2321.018,2014-04-08,1180,1,2,4,1511.296,No,0.8286693096160889,Loyal Customers,607.46923828125,Medium Value,Medium Retention,Medium Value + Medium Retention
RA-19915,281,16,4278.87,2014-06-30,1097,2,5,5,514.673,No,0.9462364912033081,Champions,671.27099609375,Medium Value,High Retention,Medium Value + High Retention
RA-19945,14,6,1365.5325,2014-08-29,1037,5,2,3,321.39,No,0.8447346687316895,Potential Loyalists,535.19378662109375,Medium Value,Medium Retention,Medium Value + Medium Retention
RB-19330,957,2,670.3779999999999,2014-11-17,957,1,1,2,337.81800000000004,No,0.9399018287658691,Needs Attention,710.7879638671875,Medium Value,High Retention,Medium Value + High Retention
RB-19360,100,15,14966.541,2016-04-01,456,4,5,5,150.798,No,0.7124032974243164,Loyal Customers,569.78753662109375,Medium Value,Medium Retention,Medium Value + Medium Retention
RB-19435,730,12,1841.196,2014-03-11,1208,1,4,3,821.89,No,0.8695977926254272,Loyal Customers,399.4949645996094,Low Value,Medium Retention,Low Value + Medium Retention
RB-19465,9,19,4502.736,2014-03-14,1205,5,5,5,212.73000000000002,No,0.7909071445465088,Champions,366.55316162109375,Low Value,Medium Retention,Low Value + Medium Retention
RB-19570,168,6,328.816,2016-04-28,429,3,2,1,199.73,No,0.781052827835083,Potential Loyalists,581.827392578125,Medium Value,Medium Retention,Medium Value + Medium Retention
RB-19645,466,7,221.084,2014-08-23,1043,1,2,1,0,Yes,0.5478924512863159,Needs Attention,426.2283630371094,Low Value,Low Retention,Low Value + Low Retention
RB-19705,553,2,291.578,2015-08-22,679,1,1,1,1775.8719999999998,No,0.6250328421592712,Potential Loyalists,759.0863037109375,High Value,Medium Retention,High Value + Medium Retention
RB-19795,49,12,1939.556,2014-06-03,1124,4,4,3,3693.76,No,0.7870837450027466,Champions,652.962158203125,Medium Value,Medium Retention,Medium Value + Medium Retention
RC-19825,187,10,966.409,2014-12-05,939,3,3,2,0,Yes,0.4903773069381714,Needs Attention,716.75921630859375,Medium Value,Low Retention,Medium Value + Low Retention
RC-19960,229,10,851.248,2014-08-25,1041,2,3,2,34.504,No,0.8176605105400085,Needs Attention,595.967529296875,Medium Value,Medium Retention,Medium Value + Medium Retention
RD-19480,42,9,3297.05,2014-06-08,1119,5,3,4,975.88,No,0.9319126605987549,Loyal Customers,721.2598876953125,Medium Value,High Retention,Medium Value + High Retention
RD-19585,153,17,2657.006,2014-04-02,1186,3,5,4,255.88799999999998,No,0.8641396760940552,Loyal Customers,401.0401611328125,Low Value,Medium Retention,Low Value + Medium Retention
RD-19660,282,4,1208.692,2015-04-12,811,2,1,2,1577.94,No,0.6210776567459106,Potential Loyalists,772.7154541015625,High Value,Low Retention,High Value + Low Retention
RD-19720,94,19,1408.6490000000001,2014-07-20,1077,4,5,3,11.088,No,0.9529017806053162,Loyal Customers,351.03350830078125,Low Value,High Retention,Low Value + High Retention
RD-19810,148,11,899.26,2014-10-27,978,3,4,2,238.356,No,0.8425233960151672,Loyal Customers,621.9805908203125,Medium Value,Medium Retention,Medium Value + Medium Retention
RD-19900,227,19,2816.3,2014-04-05,1183,2,5,4,317.624,No,0.660236656665802,Loyal Customers,451.18280029296875,Low Value,Medium Retention,Low Value + Medium Retention
RD-19930,82,8,787.9720000000001,2014-10-03,1002,4,3,2,182.97,No,0.8626951575279236,Potential Loyalists,538.564697265625,Medium Value,Medium Retention,Medium Value + Medium Retention
RE-19405,915,1,48.36,2014-12-29,915,1,1,1,0,Yes,0.6667113304138184,At Risk,565.36138916015625,Medium Value,Medium Retention,Medium Value + Medium Retention
RE-19450,120,9,876.696,2014-06-03,1124,3,3,2,0,Yes,0.46580547094345093,Needs Attention,444.5721740722656,Low Value,Low Retention,Low Value + Low Retention
RF-19345,208,16,3309.15,2014-05-20,1138,2,5,4,0,Yes,0.7707147598266602,Potential Loyalists,519.48040771484375,Medium Value,Medium Retention,Medium Value + Medium Retention
RF-19735,309,6,1129.906,2014-08-06,1060,1,2,2,1211.39,No,0.7309756278991699,Loyal Customers,500.78253173828125,Low Value,Medium Retention,Low Value + Medium Retention
RF-19840,76,10,909.312,2014-11-12,962,4,3,2,35.91,No,0.8172519207000732,Loyal Customers,716.75921630859375,Medium Value,Medium Retention,Medium Value + Medium Retention
RH-19495,701,5,3491.712,2014-08-23,1043,1,2,5,129.664,No,0.9716936349868774,Loyal Customers,727.8780517578125,High Value,High Retention,High Value + High Retention
RH-19510,285,12,6979.18,2014-11-16,958,2,4,5,0,Yes,0.29900917410850525,Potential Loyalists,906.3348388671875,High Value,Low Retention,High Value + Low Retention
RH-19555,337,3,740.382,2015-12-04,575,1,1,2,0,Yes,0.9847619533538818,At Risk,584.0870361328125,Medium Value,High Retention,Medium Value + High Retention
RH-19600,352,11,2085.7400000000002,2015-07-02,730,1,4,3,0,Yes,0.3379327654838562,Needs Attention,642.5194091796875,Medium Value,Low Retention,Medium Value + Low Retention
RK-19300,628,7,1448,2015-07-20,712,1,2,3,12.192,No,0.7578948736190796,Needs Attention,503.4125061035156,Medium Value,Medium Retention,Medium Value + Medium Retention
RL-19615,40,17,4660.528,2014-12-05,939,5,5,5,1574.382,No,0.8623456358909607,Loyal Customers,865.3345947265625,High Value,Medium Retention,High Value + Medium Retention
RM-19375,163,9,1453.474,2014-05-11,1147,3,3,3,0,Yes,0.6162878274917603,Needs Attention,428.4310607910156,Low Value,Low Retention,Low Value + Low Retention
RM-19675,621,9,3008.664,2014-11-14,960,1,3,4,2970.4320000000002,No,0.872245728969574,Loyal Customers,945.078369140625,High Value,Medium Retention,High Value + Medium Retention
RM-19750,117,2,98.35,2017-03-06,117,3,1,1,0,Yes,0.5092868804931641,At Risk,553.6431884765625,Medium Value,Low Retention,Medium Value + Low Retention
RO-19780,233,6,2043.172,2015-05-12,781,2,2,3,1772.306,No,0.827285885810852,Loyal Customers,787.4720458984375,High Value,Medium Retention,High Value + Medium Retention
RP-19270,314,12,954.6452,2014-10-19,986,1,4,2,0,Yes,0.3325454592704773,Needs Attention,588.4649658203125,Medium Value,Low Retention,Medium Value + Low Retention
RP-19390,71,23,5038.67,2014-05-24,1134,4,5,5,114.414,No,0.9509981274604797,Champions,519.875732421875,Medium Value,High Retention,Medium Value + High Retention
RP-19855,35,14,2158.556,2014-04-05,1183,5,5,4,12.16,No,0.1296742856502533,Loyal Customers,542.40032958984375,Medium Value,Low Retention,Medium Value + Low Retention
RR-19315,229,1,7.38,2016-11-14,229,2,1,1,608.552,No,0.49946287274360657,Potential Loyalists,603.7857666015625,Medium Value,Low Retention,Medium Value + Low Retention
RR-19525,341,8,2928.322,2014-09-09,1026,1,3,4,373.94,No,0.871356725692749,Potential Loyalists,647.4276123046875,Medium Value,Medium Retention,Medium Value + Medium Retention
RS-19420,174,5,2142.4,2014-08-05,1061,3,2,3,1078.89,No,0.8799219131469727,Potential Loyalists,742.2376708984375,High Value,Medium Retention,High Value + Medium Retention
RS-19765,43,9,2920.808,2014-04-07,1181,5,3,4,1238.962,No,0.5027028918266296,Loyal Customers,652.962158203125,Medium Value,Low Retention,Medium Value + Low Retention
RS-19870,389,1,9.648,2016-06-07,389,1,1,1,12.68,No,0.5558749437332153,Potential Loyalists,520.127685546875,Medium Value,Low Retention,Medium Value + Low Retention
