customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,clv_pred,churn_prob,retention_score,segment,value_tier,retention_tier,marketing_segment,top_category,category_segment
PL-18925,9,7,216.711,2014-11-01,973,5,2,1,22.77,No,432.7547607421875,0.04570329189300537,0.9542967081069946,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Office Supplies,Low Value + High Retention + Office Supplies
PM-18940,204,4,1405.4019999999998,2014-05-04,1154,2,1,3,0,Yes,918.22576904296875,0.5844503343105316,0.4155496656894684,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
PM-19135,252,5,3424.518,2015-12-19,560,2,2,5,691.144,No,958.7784423828125,0.008876681327819824,0.9911233186721802,Loyal Customers,High Value,High Retention,High Value + High Retention,Technology,High Value + High Retention + Technology
PN-18775,67,11,1298.6460000000002,2015-08-07,694,4,4,2,168.506,No,937.47613525390625,0.23309820890426636,0.7669017910957336,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
PO-18850,286,12,2165.7212,2014-11-02,972,2,4,4,5308.107,No,999.2623291015625,0.43717342615127563,0.5628265738487244,Champions,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
PO-18865,34,6,1655.712,2014-03-23,1196,5,2,3,837.5020000000001,No,782.01629638671875,0.04999852180480957,0.9500014781951904,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
PO-19180,66,17,4493.093,2015-08-11,690,4,5,5,399.95,No,767.90289306640625,0.10782372951507568,0.8921762704849243,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
PO-19195,580,8,820.136,2014-01-04,1274,1,3,2,236.722,No,713.3441162109375,0.05789291858673096,0.942107081413269,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
PP-18955,44,32,6853.078,2014-08-26,1040,4,5,5,399.53,No,728.33978271484375,0.1457216739654541,0.8542783260345459,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
PR-18880,560,4,312.248,2014-09-05,1030,1,1,1,1527.93,No,743.803466796875,0.13417863845825195,0.865821361541748,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
PS-18760,75,15,1664.222,2014-06-15,1112,4,5,3,517.257,No,768.82366943359375,0.04622471332550049,0.9537752866744995,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
PS-18970,102,11,1222.219,2014-04-15,1173,3,4,2,56.42,No,934.383056640625,0.22330832481384277,0.7766916751861572,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
PS-19045,54,13,6843.634,2014-12-20,924,4,4,5,0,Yes,767.90289306640625,0.3915586471557617,0.6084413528442383,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
PT-19090,299,2,98.636,2014-09-12,1023,2,1,1,61.936,No,529.99755859375,0.1778830885887146,0.8221169114112854,Needs Attention,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
PV-18985,112,11,1188.7859999999998,2014-07-12,1085,3,4,2,1687.2600000000002,No,992.4547119140625,0.04491978883743286,0.9550802111625671,Potential Loyalists,High Value,High Retention,High Value + High Retention,Office Supplies,High Value + High Retention + Office Supplies
PW-19030,4,11,3344.7960000000003,2014-05-16,1142,5,4,4,110.12,No,741.53240966796875,0.22237277030944824,0.7776272296905518,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
PW-19240,282,12,3922.415,2014-11-18,956,2,4,5,0,Yes,958.7784423828125,0.6640227138996124,0.3359772861003876,Potential Loyalists,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
QJ-19255,62,12,5903.308,2014-03-17,1202,4,4,5,205.03,No,779.4898681640625,0.043251752853393555,0.9567482471466064,Champions,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
RA-19285,1,11,1598.016,2014-12-13,931,5,4,3,1019.89,No,879.65106201171875,0.303170382976532,0.696829617023468,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RA-19885,349,7,2321.018,2014-04-08,1180,1,2,4,1511.296,No,901.6275634765625,0.17133069038391113,0.8286693096160889,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
RA-19915,281,16,4278.87,2014-06-30,1097,2,5,5,514.673,No,755.494140625,0.053763508796691895,0.9462364912033081,Champions,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
RA-19945,14,6,1365.5325,2014-08-29,1037,5,2,3,321.39,No,805.45611572265625,0.15526533126831055,0.8447346687316895,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
RB-19330,957,2,670.3779999999999,2014-11-17,957,1,1,2,337.81800000000004,No,681.95556640625,0.06009817123413086,0.9399018287658691,Needs Attention,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
RB-19360,100,15,14966.541,2016-04-01,456,4,5,5,150.798,No,745.155029296875,0.2875967025756836,0.7124032974243164,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RB-19435,730,12,1841.196,2014-03-11,1208,1,4,3,821.89,No,819.31549072265625,0.13040220737457275,0.8695977926254272,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
RB-19465,9,19,4502.736,2014-03-14,1205,5,5,5,212.73000000000002,No,523.311767578125,0.2090928554534912,0.7909071445465088,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
RB-19570,168,6,328.816,2016-04-28,429,3,2,1,199.73,No,732.136474609375,0.218947172164917,0.781052827835083,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
RB-19645,466,7,221.084,2014-08-23,1043,1,2,1,0,Yes,512.8028564453125,0.4521075487136841,0.5478924512863159,Needs Attention,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
RB-19705,553,2,291.578,2015-08-22,679,1,1,1,1775.8719999999998,No,709.7681884765625,0.37496715784072876,0.6250328421592712,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RB-19795,49,12,1939.556,2014-06-03,1124,4,4,3,3693.76,No,932.54486083984375,0.21291625499725342,0.7870837450027466,Champions,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
RC-19825,187,10,966.409,2014-12-05,939,3,3,2,0,Yes,964.6304931640625,0.5096226930618286,0.4903773069381714,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
RC-19960,229,10,851.248,2014-08-25,1041,2,3,2,34.504,No,784.4351806640625,0.18233948945999146,0.8176605105400085,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
RD-19480,42,9,3297.05,2014-06-08,1119,5,3,4,975.88,No,892.06097412109375,0.06808733940124512,0.9319126605987549,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
RD-19585,153,17,2657.006,2014-04-02,1186,3,5,4,255.88799999999998,No,697.4224853515625,0.13586032390594482,0.8641396760940552,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RD-19660,282,4,1208.692,2015-04-12,811,2,1,2,1577.94,No,1015.8605346679688,0.37892234325408936,0.6210776567459106,Potential Loyalists,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
RD-19720,94,19,1408.6490000000001,2014-07-20,1077,4,5,3,11.088,No,828.7335205078125,0.04709821939468384,0.9529017806053162,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
RD-19810,148,11,899.26,2014-10-27,978,3,4,2,238.356,No,964.6304931640625,0.15747660398483276,0.8425233960151672,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
RD-19900,227,19,2816.3,2014-04-05,1183,2,5,4,317.624,No,697.4224853515625,0.339763343334198,0.660236656665802,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RD-19930,82,8,787.9720000000001,2014-10-03,1002,4,3,2,182.97,No,704.982177734375,0.13730484247207642,0.8626951575279236,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RE-19405,915,1,48.36,2014-12-29,915,1,1,1,0,Yes,502.1850280761719,0.33328866958618164,0.6667113304138184,At Risk,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
RE-19450,120,9,876.696,2014-06-03,1124,3,3,2,0,Yes,851.822509765625,0.5341945290565491,0.46580547094345093,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
RF-19345,208,16,3309.15,2014-05-20,1138,2,5,4,0,Yes,697.4224853515625,0.22928524017333984,0.7707147598266602,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
RF-19735,309,6,1129.906,2014-08-06,1060,1,2,2,1211.39,No,925.0673828125,0.2690243721008301,0.7309756278991699,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RF-19840,76,10,909.312,2014-11-12,962,4,3,2,35.91,No,937.47613525390625,0.18274807929992676,0.8172519207000732,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
RH-19495,701,5,3491.712,2014-08-23,1043,1,2,5,129.664,No,891.4027099609375,0.02830636501312256,0.9716936349868774,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
RH-19510,285,12,6979.18,2014-11-16,958,2,4,5,0,Yes,958.7784423828125,0.7009908258914948,0.29900917410850525,Potential Loyalists,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
RH-19555,337,3,740.382,2015-12-04,575,1,1,2,0,Yes,783.3665771484375,0.015238046646118164,0.9847619533538818,At Risk,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
RH-19600,352,11,2085.7400000000002,2015-07-02,730,1,4,3,0,Yes,999.2623291015625,0.6620672345161438,0.3379327654838562,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
RK-19300,628,7,1448,2015-07-20,712,1,2,3,12.192,No,936.81787109375,0.2421051263809204,0.7578948736190796,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
RL-19615,40,17,4660.528,2014-12-05,939,5,5,5,1574.382,No,767.90289306640625,0.1376543641090393,0.8623456358909607,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
RM-19375,163,9,1453.474,2014-05-11,1147,3,3,3,0,Yes,866.9957275390625,0.38371217250823975,0.6162878274917603,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
RM-19675,621,9,3008.664,2014-11-14,960,1,3,4,2970.4320000000002,No,1293.94921875,0.12775427103042603,0.872245728969574,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
RM-19750,117,2,98.35,2017-03-06,117,3,1,1,0,Yes,597.3848876953125,0.49071311950683594,0.5092868804931641,At Risk,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
RO-19780,233,6,2043.172,2015-05-12,781,2,2,3,1772.306,No,999.2623291015625,0.17271411418914795,0.827285885810852,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
RP-19270,314,12,954.6452,2014-10-19,986,1,4,2,0,Yes,964.6304931640625,0.6674545407295227,0.3325454592704773,Needs Attention,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
RP-19390,71,23,5038.67,2014-05-24,1134,4,5,5,114.414,No,670.26812744140625,0.049001872539520264,0.9509981274604797,Champions,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
RP-19855,35,14,2158.556,2014-04-05,1183,5,5,4,12.16,No,618.29510498046875,0.8703257143497467,0.1296742856502533,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
RR-19315,229,1,7.38,2016-11-14,229,2,1,1,608.552,No,529.99755859375,0.5005371272563934,0.49946287274360657,Potential Loyalists,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
RR-19525,341,8,2928.322,2014-09-09,1026,1,3,4,373.94,No,958.7784423828125,0.12864327430725098,0.871356725692749,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
RS-19420,174,5,2142.4,2014-08-05,1061,3,2,3,1078.89,No,959.69921875,0.12007808685302734,0.8799219131469727,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
RS-19765,43,9,2920.808,2014-04-07,1181,5,3,4,1238.962,No,833.98931884765625,0.49729710817337036,0.5027028918266296,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
RS-19870,389,1,9.648,2016-06-07,389,1,1,1,12.68,No,529.99755859375,0.44412505626678467,0.5558749437332153,Potential Loyalists,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
RW-19540,55,13,3253.489,2015-02-03,879,4,4,4,4143.912,No,767.90289306640625,0.16178393363952637,0.8382160663604736,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
RW-19630,79,15,3213.756,2014-06-28,1099,4,5,4,65.99,No,728.33978271484375,0.023466646671295166,0.9765333533287048,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
RW-19690,102,5,2245.006,2016-05-30,397,3,2,4,1250.64,No,1066.6495361328125,0.0849909782409668,0.9150090217590332,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
SA-20830,43,20,4745.4115,2014-02-22,1225,5,5,5,21.93,No,615.7686767578125,0.1966288685798645,0.8033711314201355,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
SB-20170,19,7,1348.02,2014-06-06,1121,5,2,3,0,Yes,805.45611572265625,0.5262843370437622,0.4737156629562378,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
SB-20185,6,12,6410.996,2014-09-20,1015,5,4,5,0,Yes,839.16717529296875,0.6672334372997284,0.3327665627002716,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
SB-20290,225,12,6647.552,2014-05-09,1149,2,4,5,1410.339,No,861.1436767578125,0.14851129055023193,0.8514887094497681,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
SC-20020,599,17,3362.9636,2014-03-03,1216,1,5,4,0,Yes,978.0936279296875,0.23706096410751343,0.7629390358924866,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
SC-20050,81,11,4217.816,2014-03-18,1201,4,4,5,406.75600000000003,No,779.4898681640625,0.04083406925201416,0.9591659307479858,Champions,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
SC-20095,167,22,14142.334,2014-02-12,1235,3,5,5,0,Yes,525.63348388671875,0.7002911865711212,0.2997088134288788,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
SC-20230,314,10,4355.898,2016-06-06,390,1,3,5,16.06,No,958.7784423828125,0.15023821592330933,0.8497617840766907,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
SC-20260,5,18,3729.7929999999997,2014-04-06,1182,5,5,5,0,Yes,577.81121826171875,0.739193320274353,0.260806679725647,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
SC-20305,21,7,3504.092,2014-12-16,928,5,2,5,474.97299999999996,No,839.16717529296875,0.03041917085647583,0.9695808291435242,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
SC-20380,43,17,3736.908,2014-03-01,1218,5,5,5,2255.628,No,615.7686767578125,0.07317990064620972,0.9268200993537903,Champions,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
SC-20440,639,5,1372.31,2015-08-17,684,1,2,3,502.688,No,936.81787109375,0.3663824200630188,0.6336175799369812,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
SC-20575,7,5,801.2320000000001,2014-06-16,1111,5,2,2,101.49600000000001,No,572.962158203125,0.05228525400161743,0.9477147459983826,Needs Attention,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
SC-20680,196,7,1182.66,2014-11-21,953,3,2,2,71.98,No,964.6304931640625,0.3152157664299011,0.6847842335700989,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
SC-20695,202,11,2362,2014-12-16,928,2,4,4,214.408,No,999.2623291015625,0.4130129814147949,0.5869870185852051,Loyal Customers,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
SC-20725,5,26,5226.21,2014-06-03,1124,5,5,5,0,Yes,635.88287353515625,0.6159701943397522,0.3840298056602478,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
SC-20770,121,19,3742.765,2015-06-20,742,3,5,5,749.8919999999999,No,795.0572509765625,0.0784616470336914,0.9215383529663086,Champions,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
SC-20800,16,4,276.88800000000003,2015-12-11,568,5,1,1,2.368,No,663.7552490234375,0.007560133934020996,0.992439866065979,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Technology,Low Value + High Retention + Technology
SC-20845,232,1,14.112,2016-11-11,232,2,1,1,266.52,No,529.99755859375,0.611585795879364,0.388414204120636,Needs Attention,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
SD-20485,18,21,6121.114,2014-01-26,1252,5,5,5,0,Yes,523.311767578125,0.4737178683280945,0.5262821316719055,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
SE-20110,110,16,11996.176000000001,2014-04-11,1177,3,5,5,213.262,No,647.520263671875,0.5723075270652771,0.4276924729347229,Champions,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
SF-20065,197,6,461.484,2014-09-10,1025,3,2,1,302.062,No,732.136474609375,0.3172505497932434,0.6827494502067566,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
SF-20200,240,10,513.552,2014-12-23,921,2,3,1,2909.234,No,732.136474609375,0.2821294069290161,0.7178705930709839,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
SF-20965,243,10,3099.192,2014-10-21,984,2,3,4,237.34300000000002,No,958.7784423828125,0.07157701253890991,0.9284229874610901,Champions,High Value,High Retention,High Value + High Retention,Furniture,High Value + High Retention + Furniture
SG-20080,563,10,2567.151,2015-10-31,609,1,3,4,839.43,No,958.7784423828125,0.04356098175048828,0.9564390182495117,Loyal Customers,High Value,High Retention,High Value + High Retention,Office Supplies,High Value + High Retention + Office Supplies
SG-20470,1,14,1884.798,2014-07-26,1071,5,5,3,0,Yes,676.36676025390625,0.34726279973983765,0.6527372002601624,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
SG-20605,67,12,3108.9120000000003,2014-01-23,1255,4,4,4,15.92,No,779.4898681640625,0.06923305988311768,0.9307669401168823,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
SG-20890,44,5,47.946,2014-03-30,1189,4,2,1,0,Yes,427.576904296875,0.08191317319869995,0.9180868268013,At Risk,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
SH-19975,117,19,2566.7115,2014-12-10,934,3,5,4,840.128,No,862.444580078125,0.2241334319114685,0.7758665680885315,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
SH-20395,58,12,1963.854,2014-11-02,972,4,4,3,216.864,No,972.10797119140625,0.06602513790130615,0.9339748620986938,Champions,High Value,High Retention,High Value + High Retention,Furniture,High Value + High Retention + Furniture
SH-20635,583,2,2096.392,2014-12-16,928,1,1,3,0,Yes,976.89398193359375,0.71819207072258,0.28180792927742004,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
SJ-20125,61,18,1754.6979999999999,2015-09-22,648,4,5,3,2194.958,No,808.38677978515625,0.2913925051689148,0.7086074948310852,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
SJ-20215,72,6,723.614,2015-02-09,873,4,2,2,617.422,No,704.982177734375,0.06185692548751831,0.9381430745124817,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
SJ-20500,71,7,1318.7759999999998,2014-08-31,1035,4,2,2,0,Yes,897.91302490234375,0.4903823733329773,0.5096176266670227,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
SK-19990,69,3,251.81,2016-11-28,215,4,1,1,631.5989999999999,No,756.212158203125,0.03690117597579956,0.9630988240242004,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
SL-20155,203,6,1348.758,2014-09-21,1014,2,2,3,1704.2540000000001,No,964.6304931640625,0.40118807554244995,0.59881192445755,Loyal Customers,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
SM-20005,239,6,244.494,2014-11-23,951,2,2,1,0,Yes,732.136474609375,0.6231755018234253,0.3768244981765747,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
SM-20320,554,13,24508.631999999998,2014-03-18,1201,1,4,5,534.418,No,525.63348388671875,0.42830246686935425,0.5716975331306458,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
SM-20905,424,6,1043.041,2016-05-03,424,1,2,2,0,Yes,964.6304931640625,0.46001166105270386,0.5399883389472961,Needs Attention,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
SM-20950,32,18,4492.892,2014-09-29,1006,5,5,5,1070.5,No,675.44598388671875,0.07867395877838135,0.9213260412216187,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
SN-20560,145,14,1097.824,2015-06-18,744,3,5,2,762.594,No,800.9093017578125,0.11747872829437256,0.8825212717056274,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
SN-20710,225,18,2873.3552,2014-05-06,1152,2,5,4,254.604,No,697.4224853515625,0.08782899379730225,0.9121710062026978,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
SO-20335,69,9,1959.7715,2015-10-11,629,4,3,3,642.804,No,972.10797119140625,0.09081834554672241,0.9091816544532776,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
SP-20545,145,10,1306.086,2014-10-13,992,3,3,2,0,Yes,964.6304931640625,0.10120230913162231,0.8987976908683777,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
SP-20620,205,12,2303.652,2014-09-08,1027,2,4,4,3136.667,No,999.2623291015625,0.15055960416793823,0.8494403958320618,Champions,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
SP-20650,204,15,1872.436,2014-04-16,1172,2,5,3,0,Yes,737.9063720703125,0.10905122756958008,0.8909487724304199,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
SP-20860,119,22,4232.588,2014-12-15,929,3,5,5,50.352000000000004,No,862.444580078125,0.25697875022888184,0.7430212497711182,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
SP-20920,107,13,3966.697,2014-11-22,952,3,4,5,23.992,No,862.444580078125,0.21543782949447632,0.7845621705055237,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
SR-20425,75,6,2826.2490000000003,2014-06-14,1113,4,2,4,407.232,No,892.06097412109375,0.023345589637756348,0.9766544103622437,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
SR-20740,14,12,4345.886,2014-02-20,1227,5,4,5,0,Yes,687.032958984375,0.016340017318725586,0.9836599826812744,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
SS-20140,28,10,253.086,2014-11-23,951,5,3,1,1070.942,No,612.5252685546875,0.22590911388397217,0.7740908861160278,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
SS-20410,588,9,2844.147,2014-05-30,1128,1,3,4,212.66,No,861.1436767578125,0.12720096111297607,0.8727990388870239,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
SS-20515,309,6,613.4,2014-07-14,1083,1,2,1,0,Yes,692.5733642578125,0.3364962339401245,0.6635037660598755,At Risk,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
SS-20590,250,9,418.49,2014-08-05,1061,2,3,1,0,Yes,692.5733642578125,0.6757782101631165,0.32422178983688354,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
SS-20875,308,13,921.726,2014-12-14,930,2,4,2,42.91,No,800.9093017578125,0.7986367642879486,0.2013632357120514,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
