customer_id,recency,frequency,monetary,first_purchase,avg_order_value,tenure_days,r_score,f_score,m_score,future_spend,is_churn,segment,value_tier,engagement_tier,strategic_segment,top_category
MK-17905,15,15,2218.384,2014-11-18,147.89226666666667,956,5,5,4,83.98400000000001,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MK-18160,58,11,1031.602,2014-12-19,93.78200000000001,925,4,4,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
ML-17395,142,18,2658.463,2014-02-14,147.6923888888889,1233,3,5,4,64.38,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
ML-17410,33,8,1447.28,2014-11-14,180.91,960,5,3,3,1474.22,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
ML-17755,6,10,767.97,2016-08-04,76.797,331,5,3,2,1303.944,No,Loyal Customers,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
ML-18040,27,2,67.21000000000001,2017-03-26,33.605000000000004,97,5,1,1,674.872,No,Needs Attention,Low Value,Occasional,Low Value - Occasional,Technology
ML-18265,762,1,10.272,2015-05-31,10.272,762,1,1,1,151.96,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
MM-17260,140,4,977.0300000000001,2014-05-28,244.25750000000002,1130,3,1,2,336.993,No,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MM-17920,152,12,3680.384,2014-01-13,306.69866666666667,1265,3,4,5,113.696,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
MM-18055,54,11,1152.204,2014-04-11,104.74581818181818,1177,4,4,2,1597.677,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MM-18280,21,9,705.164,2014-01-20,78.35155555555555,1258,5,3,2,70.25,No,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
MN-17935,141,6,633.728,2014-02-16,105.62133333333333,1231,3,2,1,1844.218,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
MO-17500,270,4,831.212,2014-11-28,207.803,946,2,1,2,91.275,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
MO-17800,22,8,821.227,2015-09-17,102.653375,653,5,3,2,865.8,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MO-17950,821,3,130.288,2015-04-02,43.42933333333333,821,1,1,1,24,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
MP-17470,537,14,3206.132,2014-03-30,229.00942857142857,1189,1,5,4,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Furniture
MP-17965,184,17,3642.382,2015-04-18,214.25776470588235,805,3,5,5,341.26,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
MP-18175,141,13,4831.194,2014-03-28,371.6303076923077,1191,3,4,5,256.726,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
MR-17545,998,2,137.6,2014-09-03,68.8,1032,1,1,1,501.57800000000003,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
MS-17365,91,24,7443.6900000000005,2014-09-09,310.15375,1026,4,5,5,0,Yes,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
MS-17530,252,7,475.656,2014-11-04,67.95085714285715,970,2,2,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
MS-17710,231,15,1613.402,2014-03-24,107.56013333333334,1195,2,5,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
MS-17770,233,18,2950.728,2014-07-04,163.92933333333332,1093,2,5,4,193.95,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Office Supplies
MS-17830,270,5,370.348,2014-01-09,74.06960000000001,1269,2,1,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
MS-17980,575,6,267.108,2014-06-30,44.518,1097,1,2,1,588.008,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
MT-17815,110,9,2854.659,2015-11-06,317.1843333333333,603,3,3,4,35.48,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MT-18070,21,11,1319.4497999999999,2014-09-25,119.94998181818181,1010,5,4,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MV-17485,99,12,1109.862,2014-01-20,92.4885,1258,4,4,2,450.188,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
MV-18190,212,9,1671.234,2014-01-30,185.69266666666667,1248,2,3,3,63.339999999999996,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
MW-18220,186,13,5310.46,2014-08-25,408.4969230769231,1041,3,4,5,31.44,No,Champions,High Value,Inactive,High Value - Inactive,Technology
MW-18235,1137,2,3333.8999999999996,2014-05-21,1666.9499999999998,1137,1,1,4,1919.976,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Office Supplies
MY-17380,121,8,1556.784,2015-10-26,194.598,614,3,3,3,697.501,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MY-18295,58,17,4012.656,2014-04-28,236.03858823529413,1160,4,5,5,140.04,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
MZ-17335,97,5,567.7760000000001,2015-11-08,113.55520000000001,601,4,1,1,25.83,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
MZ-17515,100,10,2564.906,2014-04-04,256.49060000000003,1184,4,3,4,0,Yes,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
NB-18580,983,2,273.87199999999996,2014-09-26,136.93599999999998,1009,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
NB-18655,258,9,1753.612,2014-12-05,194.84577777777778,939,2,3,3,218.987,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
NC-18340,42,17,2461.404,2014-03-30,144.7884705882353,1189,5,5,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
NC-18415,260,11,489.704,2014-05-03,44.51854545454545,1155,2,4,1,1729.286,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Office Supplies
NC-18535,91,10,7751.242,2014-07-23,775.1242000000001,1074,4,3,5,490.49699999999996,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
NC-18625,22,9,1821.742,2014-10-29,202.41577777777778,976,5,3,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
ND-18370,76,16,4269.588,2014-01-13,266.84925,1265,4,5,5,56.550999999999995,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
ND-18460,1,8,2893.455,2014-02-06,361.681875,1241,5,3,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
NF-18385,278,11,6540.73,2014-02-11,594.6118181818182,1236,2,4,5,1782.096,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
NF-18475,343,4,377.16200000000003,2014-03-14,94.29050000000001,1205,1,1,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
NF-18595,790,10,1635.364,2014-04-19,163.5364,1169,1,3,3,396.108,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
NG-18355,135,10,1215.024,2014-11-24,121.5024,950,3,3,2,654.5559999999999,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
NG-18430,587,6,616.778,2014-11-24,102.79633333333334,950,1,2,1,779.16,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
NH-18610,7,11,2673.29,2014-03-02,243.0263636363636,1217,5,4,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
NK-18490,13,6,412.98199999999997,2015-05-28,68.83033333333333,765,5,2,1,159.066,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
NL-18310,397,4,259.20799999999997,2014-10-31,64.80199999999999,974,1,1,1,1158.882,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
NM-18445,768,13,6445.424,2014-02-08,495.80184615384616,1239,1,4,5,13.92,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
NM-18520,62,15,2161.9790000000003,2015-09-08,144.13193333333334,662,4,5,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
NP-18325,573,20,5436.68,2014-05-13,271.834,1145,1,5,5,92.94,No,Champions,High Value,Inactive,High Value - Inactive,Technology
NP-18670,223,4,1554.462,2015-02-27,388.6155,855,2,1,3,2353.94,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
NP-18685,224,7,1228.698,2014-03-07,175.52828571428572,1212,2,2,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
NP-18700,5,11,7880.7425,2014-09-05,716.4311363636364,1030,5,4,5,22.439999999999998,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
NR-18550,28,13,2367.277,2014-06-07,182.09823076923078,1120,5,4,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
NS-18505,163,10,1897.759,2016-11-24,189.7759,219,3,3,3,678.104,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
NS-18640,26,24,2897.519,2014-06-25,120.72995833333333,1102,5,5,4,67.304,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
NW-18400,240,21,7203.694,2014-06-21,343.03304761904764,1106,2,5,5,30.32,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
NZ-18565,62,16,2029.5140000000001,2014-08-02,126.84462500000001,1064,4,5,3,458.796,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
ON-18715,228,15,1567.52,2014-09-13,104.50133333333333,1022,2,5,3,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
OT-18730,5,8,3210.194,2015-04-20,401.27425,803,5,3,4,608.4300000000001,No,Potential Loyalists,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
PA-19060,217,6,614.56,2014-05-17,102.42666666666666,1141,2,2,1,114.848,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
PB-18805,259,5,243.31199999999998,2015-11-20,48.6624,589,2,2,1,497.04400000000004,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
PB-19105,468,2,616.6479999999999,2014-11-15,308.32399999999996,959,1,1,1,71.676,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
PB-19150,443,10,1257.15,2014-07-14,125.715,1083,1,3,2,199.8,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
PB-19210,506,2,132.738,2014-11-23,66.369,951,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Technology
PC-18745,216,4,1830.876,2014-12-31,457.719,913,2,1,3,1.188,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
PC-19000,700,3,1061.488,2014-04-08,353.82933333333335,1180,1,1,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
PF-19120,653,19,9062.864,2014-05-05,476.99284210526315,1153,1,5,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Furniture
PF-19165,14,10,2770,2014-09-20,277,1015,5,3,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
PF-19225,184,6,1636.906,2016-06-26,272.8176666666667,370,3,2,3,569.222,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
PG-18820,225,19,2719.917,2014-05-09,143.15352631578946,1149,2,5,4,366.99,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
PG-18895,11,14,1925.134,2014-05-11,137.50957142857143,1147,5,5,3,62.03,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
PJ-18835,43,10,1141.194,2014-05-28,114.1194,1130,5,3,2,78.896,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
PJ-19015,11,9,1814.3220000000001,2014-04-07,201.59133333333335,1181,5,3,3,9.912,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
PK-18910,301,3,1441.152,2014-04-04,480.384,1184,2,1,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
PK-19075,118,19,2692.858,2014-11-11,141.72936842105264,963,3,5,4,5954.076,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
PL-18925,9,7,216.711,2014-11-01,30.958714285714287,973,5,2,1,22.77,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
PM-18940,204,4,1405.4019999999998,2014-05-04,351.35049999999995,1154,2,1,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
PM-19135,252,5,3424.518,2015-12-19,684.9036,560,2,2,5,691.144,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
PN-18775,67,11,1298.6460000000002,2015-08-07,118.05872727272728,694,4,4,2,168.506,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
PO-18850,286,12,2165.7212,2014-11-02,180.47676666666666,972,2,4,4,5308.107,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
PO-18865,34,6,1655.712,2014-03-23,275.952,1196,5,2,3,837.5020000000001,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
PO-19180,66,17,4493.093,2015-08-11,264.2995882352941,690,4,5,5,399.95,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
PO-19195,580,8,820.136,2014-01-04,102.517,1274,1,3,2,236.722,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
PP-18955,44,32,6853.078,2014-08-26,214.1586875,1040,4,5,5,399.53,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
PR-18880,560,4,312.248,2014-09-05,78.062,1030,1,1,1,1527.93,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Furniture
PS-18760,75,15,1664.222,2014-06-15,110.94813333333333,1112,4,5,3,517.257,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
PS-18970,102,11,1222.219,2014-04-15,111.11081818181817,1173,3,4,2,56.42,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
PS-19045,54,13,6843.634,2014-12-20,526.4333846153846,924,4,4,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
PT-19090,299,2,98.636,2014-09-12,49.318,1023,2,1,1,61.936,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
PV-18985,112,11,1188.7859999999998,2014-07-12,108.07145454545454,1085,3,4,2,1687.2600000000002,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
PW-19030,4,11,3344.7960000000003,2014-05-16,304.07236363636366,1142,5,4,4,110.12,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
PW-19240,282,12,3922.415,2014-11-18,326.86791666666664,956,2,4,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Office Supplies
QJ-19255,62,12,5903.308,2014-03-17,491.9423333333333,1202,4,4,5,205.03,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
RA-19285,1,11,1598.016,2014-12-13,145.27418181818183,931,5,4,3,1019.89,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
RA-19885,349,7,2321.018,2014-04-08,331.574,1180,1,2,4,1511.296,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RA-19915,281,16,4278.87,2014-06-30,267.429375,1097,2,5,5,514.673,No,Champions,High Value,Inactive,High Value - Inactive,Technology
RA-19945,14,6,1365.5325,2014-08-29,227.58875,1037,5,2,3,321.39,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
RB-19330,957,2,670.3779999999999,2014-11-17,335.18899999999996,957,1,1,2,337.81800000000004,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
RB-19360,100,15,14966.541,2016-04-01,997.7693999999999,456,4,5,5,150.798,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
RB-19435,730,12,1841.196,2014-03-11,153.433,1208,1,4,3,821.89,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RB-19465,9,19,4502.736,2014-03-14,236.9861052631579,1205,5,5,5,212.73000000000002,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
RB-19570,168,6,328.816,2016-04-28,54.80266666666667,429,3,2,1,199.73,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
RB-19645,466,7,221.084,2014-08-23,31.58342857142857,1043,1,2,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
RB-19705,553,2,291.578,2015-08-22,145.789,679,1,1,1,1775.8719999999998,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
RB-19795,49,12,1939.556,2014-06-03,161.62966666666668,1124,4,4,3,3693.76,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
RC-19825,187,10,966.409,2014-12-05,96.6409,939,3,3,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
RC-19960,229,10,851.248,2014-08-25,85.12480000000001,1041,2,3,2,34.504,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RD-19480,42,9,3297.05,2014-06-08,366.3388888888889,1119,5,3,4,975.88,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
RD-19585,153,17,2657.006,2014-04-02,156.2944705882353,1186,3,5,4,255.88799999999998,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
RD-19660,282,4,1208.692,2015-04-12,302.173,811,2,1,2,1577.94,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RD-19720,94,19,1408.6490000000001,2014-07-20,74.13942105263158,1077,4,5,3,11.088,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
RD-19810,148,11,899.26,2014-10-27,81.75090909090909,978,3,4,2,238.356,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
RD-19900,227,19,2816.3,2014-04-05,148.2263157894737,1183,2,5,4,317.624,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
RD-19930,82,8,787.9720000000001,2014-10-03,98.49650000000001,1002,4,3,2,182.97,No,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Technology
RE-19405,915,1,48.36,2014-12-29,48.36,915,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
RE-19450,120,9,876.696,2014-06-03,97.41066666666667,1124,3,3,2,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
RF-19345,208,16,3309.15,2014-05-20,206.821875,1138,2,5,4,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Office Supplies
RF-19735,309,6,1129.906,2014-08-06,188.31766666666667,1060,1,2,2,1211.39,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
RF-19840,76,10,909.312,2014-11-12,90.93119999999999,962,4,3,2,35.91,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
RH-19495,701,5,3491.712,2014-08-23,698.3424,1043,1,2,5,129.664,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
RH-19510,285,12,6979.18,2014-11-16,581.5983333333334,958,2,4,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Technology
RH-19555,337,3,740.382,2015-12-04,246.794,575,1,1,2,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
RH-19600,352,11,2085.7400000000002,2015-07-02,189.61272727272728,730,1,4,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
RK-19300,628,7,1448,2015-07-20,206.85714285714286,712,1,2,3,12.192,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
RL-19615,40,17,4660.528,2014-12-05,274.14870588235294,939,5,5,5,1574.382,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
RM-19375,163,9,1453.474,2014-05-11,161.4971111111111,1147,3,3,3,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
RM-19675,621,9,3008.664,2014-11-14,334.296,960,1,3,4,2970.4320000000002,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
RM-19750,117,2,98.35,2017-03-06,49.175,117,3,1,1,0,Yes,At Risk,Low Value,Occasional,Low Value - Occasional,Furniture
RO-19780,233,6,2043.172,2015-05-12,340.52866666666665,781,2,2,3,1772.306,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RP-19270,314,12,954.6452,2014-10-19,79.55376666666666,986,1,4,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RP-19390,71,23,5038.67,2014-05-24,219.07260869565218,1134,4,5,5,114.414,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
RP-19855,35,14,2158.556,2014-04-05,154.18257142857144,1183,5,5,4,12.16,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
RR-19315,229,1,7.38,2016-11-14,7.38,229,2,1,1,608.552,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Furniture
RR-19525,341,8,2928.322,2014-09-09,366.04025,1026,1,3,4,373.94,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
RS-19420,174,5,2142.4,2014-08-05,428.47999999999996,1061,3,2,3,1078.89,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
RS-19765,43,9,2920.808,2014-04-07,324.53422222222224,1181,5,3,4,1238.962,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
RS-19870,389,1,9.648,2016-06-07,9.648,389,1,1,1,12.68,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
RW-19540,55,13,3253.489,2015-02-03,250.26838461538463,879,4,4,4,4143.912,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
RW-19630,79,15,3213.756,2014-06-28,214.25039999999998,1099,4,5,4,65.99,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
RW-19690,102,5,2245.006,2016-05-30,449.00120000000004,397,3,2,4,1250.64,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
SA-20830,43,20,4745.4115,2014-02-22,237.270575,1225,5,5,5,21.93,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
SB-20170,19,7,1348.02,2014-06-06,192.5742857142857,1121,5,2,3,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
SB-20185,6,12,6410.996,2014-09-20,534.2496666666667,1015,5,4,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
SB-20290,225,12,6647.552,2014-05-09,553.9626666666667,1149,2,4,5,1410.339,No,Champions,High Value,Inactive,High Value - Inactive,Technology
SC-20020,599,17,3362.9636,2014-03-03,197.8213882352941,1216,1,5,4,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Office Supplies
SC-20050,81,11,4217.816,2014-03-18,383.4378181818182,1201,4,4,5,406.75600000000003,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
SC-20095,167,22,14142.334,2014-02-12,642.8333636363636,1235,3,5,5,0,Yes,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
SC-20230,314,10,4355.898,2016-06-06,435.5898,390,1,3,5,16.06,No,Potential Loyalists,High Value,Inactive,High Value - Inactive,Furniture
SC-20260,5,18,3729.7929999999997,2014-04-06,207.21072222222222,1182,5,5,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
SC-20305,21,7,3504.092,2014-12-16,500.58457142857145,928,5,2,5,474.97299999999996,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
SC-20380,43,17,3736.908,2014-03-01,219.8181176470588,1218,5,5,5,2255.628,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
SC-20440,639,5,1372.31,2015-08-17,274.462,684,1,2,3,502.688,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
SC-20575,7,5,801.2320000000001,2014-06-16,160.2464,1111,5,2,2,101.49600000000001,No,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
SC-20680,196,7,1182.66,2014-11-21,168.95142857142858,953,3,2,2,71.98,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
SC-20695,202,11,2362,2014-12-16,214.72727272727272,928,2,4,4,214.408,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
SC-20725,5,26,5226.21,2014-06-03,201.00807692307694,1124,5,5,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
SC-20770,121,19,3742.765,2015-06-20,196.98763157894737,742,3,5,5,749.8919999999999,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
SC-20800,16,4,276.88800000000003,2015-12-11,69.22200000000001,568,5,1,1,2.368,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
SC-20845,232,1,14.112,2016-11-11,14.112,232,2,1,1,266.52,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
SD-20485,18,21,6121.114,2014-01-26,291.48161904761906,1252,5,5,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
SE-20110,110,16,11996.176000000001,2014-04-11,749.7610000000001,1177,3,5,5,213.262,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
SF-20065,197,6,461.484,2014-09-10,76.914,1025,3,2,1,302.062,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
SF-20200,240,10,513.552,2014-12-23,51.3552,921,2,3,1,2909.234,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Furniture
SF-20965,243,10,3099.192,2014-10-21,309.9192,984,2,3,4,237.34300000000002,No,Champions,High Value,Inactive,High Value - Inactive,Furniture
SG-20080,563,10,2567.151,2015-10-31,256.7151,609,1,3,4,839.43,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
SG-20470,1,14,1884.798,2014-07-26,134.62842857142857,1071,5,5,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
